Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
8522,,,4121027633,0,21-03-2022,655,2007,M&m Peanuts Candy 45g,67.8,9.00%,6.1,9.00%,6.1,-,-,-,-,-,-,27,PC,1,80,Cash
8523,,,4121027633,0,21-03-2022,655,,Nutella,220,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,220,Cash
8524,,,4121027633,0,21-03-2022,655,1806,Kinder Joy For Girls 20gm,76.28,9.00%,6.86,9.00%,6.86,-,-,-,-,-,-,27,PC,2,45,Cash
8525,,,4121027633,0,21-03-2022,655,,Toblerone Dark Chocolate With Honey & Almonde,185,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,185,Cash
8526,,,4121027633,0,21-03-2022,655,70049020,Zubi Lollies 80 Gm,71.44,6.00%,4.28,6.00%,4.28,-,-,-,-,-,-,27,PC,1,80,Cash
8527,,,4121027634,0,21-03-2022,150,,Orbit Spearmint Tube,127.12,9.00%,11.44,9.00%,11.44,-,-,-,-,-,-,27,PC,1,150,Cash
8528,,,4121027635,0,21-03-2022,440,2008, Kerala Cheese Onion Banana Chips 250 gm,138.1,2.50%,3.45,2.50%,3.45,-,-,-,-,-,-,27,PC,1,145,Cash
8529,,,4121027635,0,21-03-2022,440,2106,Amul Kool Koko Can  200 Ml,25.44,9.00%,2.28,9.00%,2.28,-,-,-,-,-,-,27,PC,1,30,Cash
8530,,,4121027635,0,21-03-2022,440,22029030,Amul Kool Cafea 200 Ml Bottle,22.34,6.00%,1.33,6.00%,1.33,-,-,-,-,-,-,27,PC,1,25,Cash
8531,,,4121027635,0,21-03-2022,440,22029030,Tropicana Mango Juice 1Ltr,178.58,6.00%,10.71,6.00%,10.71,-,-,-,-,-,-,27,PC,2,100,Cash
8532,,,4121027635,0,21-03-2022,440,22029030,Tropicana Slice Mango Drink 600 Ml Bottle,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
8533,,,4121027636,0,21-03-2022,140,,galaxy fruit n nut,140,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,140,Cash
8534,,Dunzo,4121027637,0,21-03-2022,120,,Phab Protein Bar Strawberry & Greek Yogurt,101.7,9.00%,9.15,9.00%,9.15,-,-,-,-,-,-,27,PC,1,120,Cash
8535,,,4121027638,0,21-03-2022,120,,Kitkat,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,70,Cash
8536,,,4121027638,0,21-03-2022,120,21069099,Doublemint Pepermint  Bottle,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
8537,,Dunzo,4121027639,0,21-03-2022,284,,Pocky,110,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,110,Cash
8538,,Dunzo,4121027639,0,21-03-2022,284,7131000,Pro Nature %100 Organic Mataki 500g,118.1,2.50%,2.95,2.50%,2.95,-,-,-,-,-,-,27,PC,1,124,Cash
8539,,Dunzo,4121027639,0,21-03-2022,284,1905,Fiesta Hot Dog Bread,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,25,Cash
8540,,,4121027640,0,21-03-2022,40,22029030,Sting energy,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,20,Cash
8541,,,4121027641,0,21-03-2022,160,, Carry Bag Small,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8542,,,4121027641,0,21-03-2022,160,220210,Fanta Orange Flavoured Fridge Pack 1 25 Ltr,55.1,9.00%,4.95,9.00%,4.95,-,-,-,-,-,-,27,PC,1,65,Cash
8543,,,4121027641,0,21-03-2022,160,220210,Sprite Fridge Pack 1 25L Pack Of 2,46.45,14.00%,6.49,14.00%,6.49,-,-,12.00%,5.57,-,-,27,PC,1,65,Cash
8544,,,4121027642,0,21-03-2022,2950,, Carry Bag Small,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8545,,,4121027642,0,21-03-2022,2950,1509,Borges Olive Oil Light Flavour Of Olive 2Ltr,2476.2,2.50%,61.9,2.50%,61.9,-,-,-,-,-,-,27,PC,2,1300,Cash
8546,,,4121027642,0,21-03-2022,2950,19059030,Lite-N-Fit Diet Chips 90Gm,89.3,6.00%,5.35,6.00%,5.35,-,-,-,-,-,-,27,PC,2,50,Cash
8547,,,4121027642,0,21-03-2022,2950,2106,Lite N Fit Diet Chidva,80.36,6.00%,4.82,6.00%,4.82,-,-,-,-,-,-,27,PC,2,45,Cash
8548,,,4121027642,0,21-03-2022,2950,19059030,Makhana Walas Salt Pepper 80Gm,116.08,6.00%,6.96,6.00%,6.96,-,-,-,-,-,-,27,PC,1,130,Cash
8549,,,4121027643,0,21-03-2022,534,,Extra,199,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,199,Cash
8550,,,4121027643,0,21-03-2022,534,3402,Kinley 500 Ml Water Bottle,8.48,9.00%,0.76,9.00%,0.76,-,-,-,-,-,-,27,PC,1,10,Cash
8551,,,4121027643,0,21-03-2022,534,,5 Grain Muesli,325,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,325,Cash
8552,,,4121027644,0,21-03-2022,610,1601,Meetza chiken seekh kabab 1 kg,544.66,6.00%,32.67,6.00%,32.67,-,-,-,-,-,-,27,PC,1,610,Cash
8553,,,4121027645,0,21-03-2022,50,220210,Fanta Can 300 Ml,31.26,14.00%,4.37,14.00%,4.37,-,-,-,-,-,-,27,PC,1,40,Cash
8554,,,4121027645,0,21-03-2022,50,19059031,Oya 12 Gm Plpch Wafer Roll Chocolate Flavour Cigarku,8.48,9.00%,0.76,9.00%,0.76,-,-,-,-,-,-,27,PC,1,10,Cash
8555,,,4121027646,0,21-03-2022,60,220210,Coca Cola 250Ml,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,2,20,Cash
8556,,,4121027646,0,21-03-2022,60,21069019,Thums Up Soft Drink 250 Ml,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
8557,,,4121027647,0,21-03-2022,160,,Fruit Vegetables,160,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,160,Cash
8558,,,4121027648,0,21-03-2022,20,,Amul kool Badam,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
8559,,zeta,4121027649,0,21-03-2022,376,21039030,Cremica Sandwich Spread Piri Piri,87.5,6.00%,5.25,6.00%,5.25,-,-,-,-,-,-,27,PC,1,98,Cash
8560,,zeta,4121027649,0,21-03-2022,376,,Keya Garlic Powder,99,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,99,Cash
8561,,zeta,4121027649,0,21-03-2022,376,34029049,Keya Piri Piri 80 gm,97.34,6.00%,5.83,6.00%,5.83,-,-,-,-,-,-,27,PC,1,109,Cash
8562,,zeta,4121027649,0,21-03-2022,376,17049020,Zubi Lollies 30 gm,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
8563,,zeta,4121027649,0,21-03-2022,376,1806,Zubi Lolly,35.72,6.00%,2.14,6.00%,2.14,-,-,-,-,-,-,27,PC,1,40,Cash
8564,,,4121027650,0,21-03-2022,903,, Carry Bag Small,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8565,,,4121027650,0,21-03-2022,903,,Lollypop candy,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,35,Cash
8566,,,4121027650,0,21-03-2022,903,,"Hershey""S Kisses Almonds 33.6gm",42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
8567,,,4121027650,0,21-03-2022,903,,Hershys Exotic Dark Pomegranate Chocolate 33 Gm,46.62,9.00%,4.19,9.00%,4.19,-,-,-,-,-,-,27,PC,1,55,Cash
8568,,,4121027650,0,21-03-2022,903,,Brooksite Guava 30gm,50.86,9.00%,4.57,9.00%,4.57,-,-,-,-,-,-,27,PC,1,60,Cash
8569,,,4121027650,0,21-03-2022,903,220210,Fanta 750Ml,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
8570,,,4121027650,0,21-03-2022,903,22029030,Maaza Pet 250Ml,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,2,20,Cash
8571,,,4121027650,0,21-03-2022,903,,jujubes,148,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,148,Cash
8572,,,4121027650,0,21-03-2022,903,,butter tomato makhana,107.16,6.00%,6.42,6.00%,6.42,-,-,-,-,-,-,27,PC,1,120,Cash
8573,,,4121027650,0,21-03-2022,903,,makino,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
8574,,,4121027650,0,21-03-2022,903,,Moms Kokam Syrp,151.8,6.00%,9.1,6.00%,9.1,-,-,-,-,-,-,27,PC,1,170,Cash
8575,,Dunzo,4121027651,0,21-03-2022,280,,Shreenath Red Cabbage,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
8576,,Dunzo,4121027651,0,21-03-2022,280,,Shreenath Broccoli,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8577,,Dunzo,4121027651,0,21-03-2022,280,,True Element Steel cut Oats,200,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,200,Cash
8578,,,4121027652,0,21-03-2022,34,,Fruit Vegetables,34,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,34,Cash
8579,,,4121027653,0,21-03-2022,588,1803,Nutella Hazelnut Spread With Coca 350G,322.04,9.00%,28.98,9.00%,28.98,-,-,-,-,-,-,27,PC,1,380,Cash
8580,,,4121027653,0,21-03-2022,588,,Fisherman's Lemon 25 gm,88.4,6.00%,5.3,6.00%,5.3,-,-,-,-,-,-,27,PC,2,49.5,Cash
8581,,,4121027653,0,21-03-2022,588,34029049,Keya Piri Piri 80 gm,97.34,6.00%,5.83,6.00%,5.83,-,-,-,-,-,-,27,PC,1,109,Cash
8582,,Dunzo,4121027654,0,21-03-2022,614,,Monster,250,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,250,Cash
8583,,Dunzo,4121027654,0,21-03-2022,614,,Monster Mango,199,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,199,Cash
8584,,Dunzo,4121027654,0,21-03-2022,614,,Pintola Organic Peanut Butter Creamy,147.34,6.00%,8.83,6.00%,8.83,-,-,-,-,-,-,27,PC,1,165,Cash
8585,,,4121027655,0,21-03-2022,126,,Cot Mate,126,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,140,Cash
8586,,,4121027656,0,21-03-2022,35,,Lollypop candy,35,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,35,Cash
8587,,,4121027657,0,21-03-2022,110,,twix bar,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
8588,,,4121027657,0,21-03-2022,110,1806,Snickers Chocolate 25Gm,50.86,9.00%,4.57,9.00%,4.57,-,-,-,-,-,-,27,PC,3,20,Cash
8589,,,4121027658,0,21-03-2022,425,19041090,Bagrrys Protein Muesli 500gm,360.18,9.00%,32.41,9.00%,32.41,-,-,-,-,-,-,27,PC,1,425,Cash
8590,,Dunzo,4121027659,0,21-03-2022,240,,Shreenath Capsicum Mix,140,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,70,Cash
8591,,Dunzo,4121027659,0,21-03-2022,240,,Habit chickpeas,100,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,100,Cash
8592,,,4121027660,0,21-03-2022,1098,,Extra,199,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,199,Cash
8593,,,4121027660,0,21-03-2022,1098,,Zevic,499,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,499,Cash
8594,,,4121027660,0,21-03-2022,1098,,Alfredo No Added Sugar,400,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,400,Cash
8595,,,4121027661,0,21-03-2022,399,,BATOOK SPACEMINT,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
8596,,,4121027661,0,21-03-2022,399,,Magic Pops,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,10,Cash
8597,,,4121027661,0,21-03-2022,399,,Jelly Lollypop,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8598,,,4121027661,0,21-03-2022,399,,Zazzy,35,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,35,Cash
8599,,,4121027661,0,21-03-2022,399,,"Hershey""S Kisses Almonds 33.6gm",42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
8600,,,4121027661,0,21-03-2022,399,21069099,Doublemint Pepermint  Bottle,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
8601,,,4121027661,0,21-03-2022,399,10189094,Doublemint Lemon Flavour,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
8602,,,4121027661,0,21-03-2022,399,,Veeba Mayonese Tandoori,70.54,6.00%,4.23,6.00%,4.23,-,-,-,-,-,-,27,PC,1,79,Cash
8603,,,4121027661,0,21-03-2022,399,,chco cookies,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,4,5,Cash
8604,,,4121027661,0,21-03-2022,399,,Mentos,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8605,,,4121027661,0,21-03-2022,399,19059031,Oya 12 Gm Plpch Wafer Roll Chocolate Flavour Cigarku,8.48,9.00%,0.76,9.00%,0.76,-,-,-,-,-,-,27,PC,1,10,Cash
8606,,,4121027662,0,21-03-2022,100,17049020,Zubi Rose Shape Lollypop Candy 50 gm,62.5,6.00%,3.75,6.00%,3.75,-,-,-,-,-,-,27,PC,1,70,Cash
8607,,,4121027662,0,21-03-2022,100,17049020,Zubi Lollies Candy Rocks 20 gm,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
8608,,,4121027663,0,21-03-2022,200,402, Sofit Chocolate Soya Milk 200 Ml,62.5,6.00%,3.75,6.00%,3.75,-,-,-,-,-,-,27,PC,2,35,Cash
8609,,,4121027663,0,21-03-2022,200,19059030,Makhana Walas Salt Pepper 80Gm,116.08,6.00%,6.96,6.00%,6.96,-,-,-,-,-,-,27,PC,1,130,Cash
8610,,,4121027664,0,21-03-2022,30,22029030,PB Chilli Guava,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
8611,,,4121027665,0,21-03-2022,160,,Fruit Vegetables,160,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,160,Cash
8612,,,4121027666,0,21-03-2022,820,19059030,Pringles Pizza 158gm,205.36,6.00%,12.32,6.00%,12.32,-,-,-,-,-,-,27,PC,1,230,Cash
8613,,,4121027666,0,21-03-2022,820,,Samyang Seafood Party 125 Gm,223.22,6.00%,13.39,6.00%,13.39,-,-,-,-,-,-,27,PC,2,125,Cash
8614,,,4121027666,0,21-03-2022,820,,Shreenath Thai Brinjal,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
8615,,,4121027666,0,21-03-2022,820,,Shreenath Broccoli,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8616,,,4121027666,0,21-03-2022,820,,Shreenath Basil Italian  ,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
8617,,,4121027666,0,21-03-2022,820,,Shreenath Baby Corn,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
8618,,,4121027666,0,21-03-2022,820,,picnic veggie noodls,85,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,85,Cash
8619,,,4121027666,0,21-03-2022,820,,Real Thai Coconut Milk,80.36,6.00%,4.82,6.00%,4.82,-,-,-,-,-,-,27,PC,1,90,Cash
8620,,,4121027666,0,21-03-2022,820,2007,Weikfield Jelly Crystals Lychee 90G,40.18,6.00%,2.41,6.00%,2.41,-,-,-,-,-,-,27,PC,1,45,Cash
8621,,Dunzo,4121027667,0,21-03-2022,454,2007,M&m Peanuts Candy 45g,67.8,9.00%,6.1,9.00%,6.1,-,-,-,-,-,-,27,PC,1,80,Cash
8622,,Dunzo,4121027667,0,21-03-2022,454,,Skittal ,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
8623,,Dunzo,4121027667,0,21-03-2022,454,2007,LACTIMA EMMENTHAL CHEESE SLICES 130 GM,200.9,6.00%,12.05,6.00%,12.05,-,-,-,-,-,-,27,PC,1,225,Cash
8624,,Dunzo,4121027667,0,21-03-2022,454,1902,Nongshim Shrimp Hot & Spicy Cracker 75 gm,83.9,9.00%,7.55,9.00%,7.55,-,-,-,-,-,-,27,PC,1,99,Cash
8625,,,4121027668,0,21-03-2022,810,2101,DAVIDOFF Coffee Espresso 57 100G,466.12,9.00%,41.94,9.00%,41.94,-,-,-,-,-,-,27,PC,1,550,Cash
8626,,,4121027668,0,21-03-2022,810,2301,Continental Xtra Coffee Powder 200G Jar,220.34,9.00%,19.83,9.00%,19.83,-,-,-,-,-,-,27,PC,1,260,Cash
8627,,,4121027669,0,21-03-2022,196,,Fruit Vegetables,116,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,116,Cash
8628,,,4121027669,0,21-03-2022,196,1806,Snickers Chocolate 25Gm,67.8,9.00%,6.1,9.00%,6.1,-,-,-,-,-,-,27,PC,4,20,Cash
8629,,,4121027670,0,21-03-2022,390,22029030,Tropicana Cranberry Twirl Juice 1L,102.68,6.00%,6.16,6.00%,6.16,-,-,-,-,-,-,27,PC,1,115,Cash
8630,,,4121027670,0,21-03-2022,390,210690,Tex Mex Salsalito Trtla Chip Chili 200 G,80.36,6.00%,4.82,6.00%,4.82,-,-,-,-,-,-,27,PC,1,90,Cash
8631,,,4121027670,0,21-03-2022,390,,Chocolate Hazelnuts sandwich  Biskiet,156.78,9.00%,14.11,9.00%,14.11,-,-,-,-,-,-,27,PC,1,185,Cash
8632,,,4121027671,0,21-03-2022,459,,Nescafe Gold,299,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,299,Cash
8633,,,4121027671,0,21-03-2022,459,19059020,McVities Digestive Oatmeal Cookies - Hobnobs 300 Gm ,135.6,9.00%,12.2,9.00%,12.2,-,-,-,-,-,-,27,PC,1,160,Cash
8634,,,4121027672,0,21-03-2022,308,,Cavior Swiss Dark Chocolate,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,2,25,Cash
8635,,,4121027672,0,21-03-2022,308,,Max Protein Muesli Choco Crunchy 240gm,168.66,9.00%,15.17,9.00%,15.17,-,-,-,-,-,-,27,PC,1,199,Cash
8636,,,4121027672,0,21-03-2022,308,3301,Harveys Vannila Essence 28 Ml,50,9.00%,4.5,9.00%,4.5,-,-,-,-,-,-,27,PC,1,59,Cash
8637,,,4121027673,0,21-03-2022,98,4031000,Epigamia Smoothie Strawberry 200ml,93.34,2.50%,2.33,2.50%,2.33,-,-,-,-,-,-,27,PC,2,49,Cash
8638,,,4121027674,0,21-03-2022,200,19053100,Meiji  Hello Panda Biscuit Doubble Chocolate Filling 57 gm,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
8639,,,4121027674,0,21-03-2022,200,19059029,Meiji Hello Panda Biscuit Strawberry 57 gm,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
8640,,,4121027675,0,21-03-2022,1335,,Pop tarts unfrosted blueberry,580,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,580,Cash
8641,,,4121027675,0,21-03-2022,1335,8132000,Rostaa Cranberry Blueberry 200 gm,339.3,6.00%,20.35,6.00%,20.35,-,-,-,-,-,-,27,PC,1,380,Cash
8642,,,4121027675,0,21-03-2022,1335,,Merba Cookies Duoble Chocolate,375,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,375,Cash
8643,,,4121027676,0,21-03-2022,155,,Fruit Vegetables,155,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,155,Cash
8644,,,4121027677,0,21-03-2022,575,,"Hershey""S Creamy Milk 100gm",110.18,9.00%,9.91,9.00%,9.91,-,-,-,-,-,-,27,PC,1,130,Cash
8645,,,4121027677,0,21-03-2022,575,,Hersheys Kisses Almonds 100.8gm,118.66,9.00%,10.67,9.00%,10.67,-,-,-,-,-,-,27,PC,1,140,Cash
8646,,,4121027677,0,21-03-2022,575,,Hershey sugar Free Milk Flvr Kisses,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
8647,,,4121027677,0,21-03-2022,575,,SAAPPHIRE CASHEW,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
8648,,,4121027677,0,21-03-2022,575,210690,Cornitos Nacho Crisps - Cheese And Herbs 150 Gm Pouch,75.9,6.00%,4.55,6.00%,4.55,-,-,-,-,-,-,27,PC,1,85,Cash
8649,,,4121027677,0,21-03-2022,575,210690,Cornitos Nacho Crisps - Sizzlin Jalapeno 150 Gm Pouch,75.9,6.00%,4.55,6.00%,4.55,-,-,-,-,-,-,27,PC,1,85,Cash
8650,,,4121027677,0,21-03-2022,575,1806,Almond Brital,29.68,9.00%,2.66,9.00%,2.66,-,-,-,-,-,-,27,PC,1,35,Cash
8651,,,4121027678,0,21-03-2022,435,,Kwality Walls Chocolat,135,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,135,Cash
8652,,,4121027678,0,21-03-2022,435,1905,Oya Wafer Roll Chocolate cigarku,254.24,9.00%,22.88,9.00%,22.88,-,-,-,-,-,-,27,PC,2,150,Cash
8653,,,4121027679,0,21-03-2022,72.5,,KitKat,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
8654,,,4121027679,0,21-03-2022,72.5,19059020,Dukes Wafers - Waffy (Strawberry Flavor) 75 Gm Pouch,19.08,9.00%,1.71,9.00%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
8655,,,4121027680,0,21-03-2022,415,,Mars,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
8656,,,4121027680,0,21-03-2022,415,,Kitkat,140,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,70,Cash
8657,,,4121027680,0,21-03-2022,415,19023090,Samyang Hot Chicken Ramen Noodle Spicy 70 Gm,102.68,6.00%,6.16,6.00%,6.16,-,-,-,-,-,-,27,PC,1,115,Cash
8658,,,4121027680,0,21-03-2022,415,,Samyang cheese no,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
8659,,,4121027681,0,21-03-2022,90,1204,Frubee Flax Seeds 150 gm,28.58,2.50%,0.71,2.50%,0.71,-,-,-,-,-,-,27,PC,1,30,Cash
8660,,,4121027681,0,21-03-2022,90,,Phab Bomb Pistachio,50.86,9.00%,4.57,9.00%,4.57,-,-,-,-,-,-,27,PC,2,30,Cash
8661,,,4121027682,0,21-03-2022,90,17049020,Zubi Lollies 30 gm,80.36,6.00%,4.82,6.00%,4.82,-,-,-,-,-,-,27,PC,3,30,Cash
8662,,Dunzo,4121027683,0,21-03-2022,555,,Shreenath Peeled Garlic,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
8663,,Dunzo,4121027683,0,21-03-2022,555,,Shreenath Mushrooms  ,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
8664,,Dunzo,4121027683,0,21-03-2022,555,1902,Nongshim Ramyun Shin Soup Noodle,428.58,6.00%,25.71,6.00%,25.71,-,-,-,-,-,-,27,PC,5,96,Cash
8665,,Dunzo,4121027684,0,21-03-2022,585,220210,Coca Cola Soft Drink 1.25 Ltr Bottle,46.45,14.00%,6.49,14.00%,6.49,-,-,12.00%,5.57,-,-,27,PC,1,65,Cash
8666,,Dunzo,4121027684,0,21-03-2022,585,2103,Venkys Mughlai Chick Biryani 350 gm,392.86,6.00%,23.57,6.00%,23.57,-,-,-,-,-,-,27,PC,2,220,Cash
8667,,Dunzo,4121027684,0,21-03-2022,585,,paper boat lassi,80,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,4,20,Cash
8668,,Dunzo,4121027685,0,21-03-2022,125,,Maggi  Stock,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
8669,,Dunzo,4121027685,0,21-03-2022,125,,Habit chickpeas,100,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,100,Cash
8670,,Dunzo,4121027686,0,21-03-2022,585,2106,Venkys Chicken Nuggets 300G,183.04,6.00%,10.98,6.00%,10.98,-,-,-,-,-,-,27,PC,1,205,Cash
8671,,Dunzo,4121027686,0,21-03-2022,585,16023200,Venkys Chicken&Cheese Nuggets 500Gms,339.3,6.00%,20.35,6.00%,20.35,-,-,-,-,-,-,27,PC,1,380,Cash
8672,,,4121027687,0,21-03-2022,400,1806,Kit Kat 40 Gm Plpch Chunky,186.46,9.00%,16.77,9.00%,16.77,-,-,-,-,-,-,27,PC,2,110,Cash
8673,,,4121027687,0,21-03-2022,400,,akwality wals butter scotch,140,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,140,Cash
8674,,,4121027687,0,21-03-2022,400,22029030,Tropicana Slice Mango Drink 600 Ml Bottle,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
8675,,,4121027688,0,21-03-2022,60,,Royal Kulfi,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
8676,,,4121027689,0,21-03-2022,950,,Frubee Futana Dal 100 gm,23.82,2.50%,0.59,2.50%,0.59,-,-,-,-,-,-,27,PC,1,25,Cash
8677,,,4121027689,0,21-03-2022,950,220210,Coca-Cola 750Ml,28.6,14.00%,3.99,14.00%,3.99,-,-,12.00%,3.42,-,-,27,PC,1,40,Cash
8678,,,4121027689,0,21-03-2022,950,220210,Fanta 750Ml,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
8679,,,4121027689,0,21-03-2022,950,2103,Weikfield Green Chilli Sauce 200 gm,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
8680,,,4121027689,0,21-03-2022,950,,Sleepy Owl Instant Coffee Hazelnut 100gm,402.56,9.00%,36.22,9.00%,36.22,-,-,-,-,-,-,27,PC,1,475,Cash
8681,,,4121027689,0,21-03-2022,950,,Nutoras Mozzarella Cheese Shreds,178.58,6.00%,10.71,6.00%,10.71,-,-,-,-,-,-,27,PC,1,200,Cash
8682,,,4121027689,0,21-03-2022,950,,Mr,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
8683,,,4121027690,0,21-03-2022,280,,Camphor,280,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,280,Cash
8684,,Dunzo,4121027691,0,21-03-2022,220,,Kerala Mixture Hot & Spicy 500 Gm,123.82,2.50%,3.09,2.50%,3.09,-,-,-,-,-,-,27,PC,1,130,Cash
